quarter_start,actual_price,budget_price,absolute_variance_eur_l,percent_variance,actual_cost_per_km,budget_cost_per_km,variance_cost_per_km
2021-01-01 00:00:00,1.2758333333333334,1.3888979591836736,-0.11306462585034027,-8.140599898123122,0.3216386554621849,0.3501423426513463,-0.02850368718916141
2021-04-01 00:00:00,1.337416666666667,1.3888979591836736,-0.05148129251700673,-3.7066288546686983,0.3371638655462185,0.3501423426513463,-0.012978477105127784
2021-07-01 00:00:00,1.397769230769231,1.3888979591836736,0.00887127158555745,0.6387273828792686,0.3523787976729154,0.3501423426513463,0.002236455021569106
2021-10-01 00:00:00,1.5438333333333334,1.3888979591836736,0.15493537414965974,11.155274088005946,0.3892016806722689,0.3501423426513463,0.039059338020922596
2022-01-01 00:00:00,1.8043846153846153,1.3888979591836736,0.4154866562009416,29.91484388422202,0.45488687782805426,0.3501423426513463,0.10474453517670795
2022-04-01 00:00:00,2.0384999999999995,1.3888979591836736,0.6496020408163259,46.77104149523916,0.51390756302521,0.3501423426513463,0.1637652203738637
2022-07-01 00:00:00,2.0036153846153844,1.3888979591836736,0.6147174254317107,44.259365590328294,0.5051131221719456,0.3501423426513463,0.1549707795205993
2022-10-01 00:00:00,1.9775384615384617,1.3888979591836736,0.588640502354788,42.38183939018545,0.49853910795087264,0.3501423426513463,0.14839676529952633
2023-01-01 00:00:00,1.7812307692307692,1.3888979591836736,0.3923328100470955,28.24777784810697,0.4490497737556561,0.3501423426513463,0.09890743110430977
2023-04-01 00:00:00,1.6203076923076922,1.3888979591836736,0.23140973312401858,16.66139197583888,0.408480930833872,0.3501423426513463,0.058338588182525686
2023-07-01 00:00:00,1.7421538461538466,1.3888979591836736,0.35325588697017296,25.434257760577278,0.4391984486102134,0.3501423426513463,0.0890561059588671
2023-10-01 00:00:00,1.767230769230769,1.3888979591836736,0.3783328100470953,27.239784430921105,0.4455203619909502,0.3501423426513463,0.09537801933960388
2024-01-01 00:00:00,1.7301538461538462,1.3888979591836736,0.3412558869701725,24.57026340298938,0.43617323852617973,0.3501423426513463,0.08603089587483342
2024-04-01 00:00:00,1.6820769230769232,1.3888979591836736,0.2931789638932496,21.10874754726876,0.42405300581771177,0.3501423426513463,0.07391066316636546
2024-07-01 00:00:00,1.5949285714285717,1.3888979591836736,0.20603061224489805,14.834107205830497,0.4020828331332534,0.3501423426513463,0.051940490481907076
2024-10-01 00:00:00,1.5848461538461538,1.3888979591836736,0.19594819466248015,14.108177880659348,0.39954104718810596,0.3501423426513463,0.04939870453675965
